	sequences per sample	iteration	s934.8	w1116.2	s934.7	s1116.1 	s934.3	s1116.8	w1274.8	w1274.4	h1600.5	w1204.1	w1274.1	w1204.6	h1468.1	w1204.7	w1116.8	w1116.5	w1274.5	h1468.6	h1468.7	w1204.2	h1468.4	s800.6	s934.1	s934.5	s934.6	s1116.4	w1274.2	w1274.7	w1204.8	s1116.2	s1024.6	s1024.4	w1116.7	w1204.5	h1600.6	h1468.5	w1116.3	h1468.2	s800.3	s800.5	s1116.7	s934.2	s1024.2	w1116.1	s1024.8	s1116.3	s1116.5	s1024.5	s800.1	s800.8	s800.4	s934.4	s800.7	s800.2	s1024.1	h1600.7	h1600.1	h1600.2	w1204.3	h1600.4	h1468.3	w1274.6	w1116.6	h1468.8	w1116.4	s1116.6	s1024.7	w1204.4	s1024.3
alpha_rarefaction_1981_8.biom	1981	8	905.0135135	1359.690476	1060.026316	1180.511111	1534.418605	1126.752066	886.4827586	1113.344828	1140.854167	894.1506849	743	924.88	926.7333333	1071.221053	1035.854167	1273.793814	832.2586207	852.9390244	1114.1375	1314.176471	880.9578947	1364.795918	1692.05	1850.386861	1354.230769	1405.36	1440.37931	1218.296703	1071.280488	1098.705128	1498.098039	1276.545455	993.3425926	1472.424528	957	1461.60479	771.1875	1100.4375	596.6153846	1004.763158	1147.038462	1225.121951	1499.635417	1105.013158	1210.259259	1412.313433	961.2209302	995.0365854	1100.081081	996.1935484	911.7894737	1178.541667	1263.723684	613.8387097	1075.775862	1233.494505	902.0810811	1201.407407	955.9565217	981.4470588	985.8529412	753.7391304	896.2253521	972.6	903.943662	1092	630.2432432	1077.682927	1137.194805
alpha_rarefaction_1981_9.biom	1981	9	1022.545455	1365.898438	1027.011111	1160.224719	1384.454545	1064.794118	986.5192308	1263.846154	1205.705426	794.7608696	886.2328767	951.6133333	926.2692308	1112.233333	1292.512821	1245.508929	931.8076923	976.1	1032.913043	1064.405405	945.183908	1143.233871	1606.351145	1677.746575	1330.342857	1494.27451	1394.098684	1265.157895	1174.4	1101.701149	1483.938144	1274.307143	1069.896907	1350.182692	1017.584416	1582.565217	816.9285714	1077.468085	573.0454545	881.4615385	998.4	1237	1639.180723	965.2083333	1166.012658	1370.342466	1034.197368	987.7608696	1056.8875	841.5492958	912.9428571	1233.172414	1067.315217	748.1960784	888.884058	1131.90625	873.68	1222.764706	1020.043478	993.2886598	1006.472222	1103.25	950.8888889	892.0729167	1050.353846	1230.275862	878.5714286	826.4918033	1160.584416
alpha_rarefaction_2200_0.biom	2200	0	985.3448276	1436.820144	1089.535714	1191.5	1369.594595	1189.159091	766.8783784	1008.94382	1169.248276	865.0689655	886.5405405	918.9176471	945.5106383	1232.221053	1206.503448	1226.00813	1013.157895	888.744186	1133.957895	1248.28972	936.8446602	1250.619048	1671.826087	1724.509434	1522.056075	1642.891089	1587.340426	1232.28972	1092.938776	1092.629213	1329.883929	1489.568345	1029.57377	1553.440678	1126	1433.185567	949.6923077	1108.134021	776.2830189	1052.04	1213.517241	1397.151515	1651.894737	1059.083333	1247.733333	1156.121212	1019.494624	1028.727273	1140.915493	854.7272727	975.8571429	1140.486726	1319.727273	800.3888889	1026.682927	1314.170455	866.0689655	1203.223776	985.2816901	1172.908046	1023.794872	1014.904762	1106.35	1180.153846	1026.5	1105.246154	962.4545455	891.1612903	1075.211765
alpha_rarefaction_2200_1.biom	2200	1	904.010989	1282.448052	1132.6875	1133.721154	1339.422414	1195.639098	923.8181818	1175.611111	1196.280255	829.3333333	992.7534247	969.5185185	991.4680851	1045.827273	1121.721854	1196.614173	891.7205882	901.6321839	1126.010101	1237.137931	982.8043478	1420.603774	1572.485507	1904.075472	1535.647059	1310.065574	1536.095541	1339.142857	1110.566667	1240.318182	1418.371681	1346.209459	1115.809524	1416.193548	1150.012987	1561.857143	902.4133333	1111.244898	656.4482759	1128.098592	1143.233333	1231.865979	1351.186275	966.0111111	1220.418605	1309.123457	1036.129412	1130.202703	1176.075949	1034.197368	1093.942857	1394.038961	1252.011628	678.8630137	1171.285714	1184.878788	894.0357143	1186.006897	1067.013889	1170.8	1060.929204	964.1492537	844.5616438	1194.134831	1039.287671	975.9295775	823.3043478	844.2542373	1162.235294
alpha_rarefaction_2200_2.biom	2200	2	1040.37037	1377.151079	1179.654762	1122.728972	1411.826923	1195.590909	884.2419355	1044.528302	1188.714286	911.6	1029.6	1039.439024	1010.833333	1183.097826	1221.668919	1230.123967	924.3382353	927.045977	1096.011111	1338.282828	1032.965517	1277.940678	1815	1828.555556	1382.840708	1282.090909	1524.037267	1094.516949	1297.851852	1072.4375	1560.411765	1581.240876	1034.230769	1472.119266	898.6744186	1567.03681	932.6428571	1250.258065	663.3220339	1024.78481	1235.741573	1472.069767	1512.225225	1151	1206.193182	1399.974684	987.0729167	1273.666667	1240.776119	838.5714286	971.1492537	1225.087912	1041.365591	801.5	1072.346154	1154.333333	863.5348837	1198.431507	887.011236	1160.224719	1107.509615	880.6351351	1152.017544	954.5306122	989.9428571	1114.318182	754.6557377	972.7884615	1160.256098
alpha_rarefaction_2200_3.biom	2200	3	1035.727273	1642.275	1130.75	1154.890909	1404.039604	1175.892857	898	1056.529412	1272.386861	895.5925926	841.5340909	926.71875	865.7647059	1238.065217	1343.780488	1261.596639	844.1304348	986.1829268	1012.009901	1292.388889	886.019802	1309.725806	1637.223776	1783.584337	1836	1482.259259	1507.641619	1290.336634	1230.391892	1117.659574	1351.150376	1536.52381	1007.775862	1515.225225	950.5	1621.121387	950.4883721	1301.647059	685.7142857	1007.4375	1243.172414	1398.223404	1569.676471	982.6282051	1162.511111	1161.164835	1230.850746	1269.126761	1042.590361	890.6133333	897.3875	1239.282609	1283	793.3278689	1030.013158	1277.61	851.0113636	1269.712121	998.0430108	1188.183908	1007.333333	868.3294118	1152.517857	1207.35	985.2816901	1178.892308	769.2941176	742.1298701	1176.180723
alpha_rarefaction_2200_4.biom	2200	4	1031.22973	1411.15	1112.481481	1259.578947	1525.635417	1202.054264	805.8970588	1310.906977	1164.657343	917.0123457	1303.615385	888.8043478	962.3870968	1361.780822	1368.276923	1252.578947	840.4925373	936.225	1313.443038	1229.271186	994.7857143	1085.514706	1641.292857	1944.2	1281.619469	1602.416667	1633.770701	1165.982456	1362.515152	1145.725275	1407.958678	1425.816901	1041.594595	1539.144231	1035.39759	1613.77439	890.4050633	1228.092593	872.6326531	1128.75	1085.357143	1549.04	1649.830189	1010.39759	1168.833333	1326.075	1143.012987	1137.804878	1192.465753	1176.15873	1015.142857	1325.01087	1218.494624	943.5	1011.717647	1228.319149	891.6626506	1364.235294	1051.961538	1079.967391	1160.223301	869.3461538	913.8873239	1231	957.3797468	1106.098592	835.6666667	869.375	1242.631579
alpha_rarefaction_2200_5.biom	2200	5	1124.942857	1501.372093	1165.345679	1321.957895	1481.06	1250.08	831.2647059	1116.205882	1147.288591	922.1585366	1013.088235	876.3163265	920.5714286	1183.651685	1241.181818	1253.779817	853.6521739	842.1538462	1147.709677	1177.008403	1032.121951	1175.222222	1733.793103	1871.675159	1543.221053	1351.25	1534.62963	1240.893204	1078.018868	1153.613636	1421.87395	1389.5	1191.625	1493.133929	978.4	1373.558376	799.1931818	1272.333333	773.1153846	1032.4375	1169.341463	1406.359551	1496.0625	1033.256098	1135.421053	1454.88	1057.270588	1065.484536	1274.513514	867.6582278	847	1308.523256	1305.235294	710.6923077	1190.402985	1230.2	898.7804878	1142.142857	1095.679012	1306.445783	1064.754545	1129.322034	998.8032787	1219.072289	867.1234568	1334.6	805.7101449	829.3125	1022.28
alpha_rarefaction_2200_6.biom	2200	6	1066.703704	1519.545455	1185.012658	1130.932692	1270.709091	1192.695313	911.4307692	1105.783505	1308.116279	914.5301205	988.5333333	852.4137931	863.8854167	1074.350515	1278.08209	1152.024	957.6842105	893.4615385	1032.509615	1161.596774	1091.276316	1194.525	1740.77305	1767.383721	1294.961165	1346.795455	1529.814371	1326.172414	1333.708333	1100.387097	1409.411765	1435.532847	1099.358491	1469.771186	992.51	1442.583815	879	1164.894231	736.2631579	1106.039474	1180.101124	1377.04878	1547.121212	1087.166667	1070.725275	1396.858974	1186.6	1222.256098	1446.318182	900.3478261	827.6813187	1225.221053	1272.111111	827.3469388	1271.15873	1464.129412	889.9285714	1148.968354	981.8333333	1233.035714	1048.940678	1064.514286	1063.188679	1105.247423	968.2857143	1148.5	890.1639344	893.0384615	1108.481481
alpha_rarefaction_2200_7.biom	2200	7	1026	1473.830645	1179.123457	1304.247059	1587.297872	1169.099237	891.03125	1305.619048	1373.758065	830.7340426	947.0540541	1194.0375	1000.96875	1096.357143	1245.008	1275	857.2916667	884.5697674	1056.905263	1264.578947	1052.0625	1182.59854	1506.135484	1937.279221	1334.439252	1323.780488	1608.324675	1288.238532	1250.947368	1099.413043	1428.560345	1424.431373	1097.660194	1768.940594	1205.166667	1482.230769	973.1857143	1344.46875	654.4727273	984.1176471	1181.05814	1520.776316	1721.78	1129.133333	1124.625	1429.285714	1139.670732	1274.142857	1260.220779	1030.138889	991.4583333	1294.033333	1203.523256	748.5185185	964.9390244	1342.064516	870.5	1221.375	1072	1100.263158	1041.440678	1049.521739	892.8888889	1118.11	1100.081081	1123.123077	1028.411765	778.0967742	1048.361446
alpha_rarefaction_2200_8.biom	2200	8	1073.214286	1506.139706	1155.866667	1252.03	1551.2	1275.614754	875.2631579	1183.702128	1179.575949	908.2352941	876.9285714	925.1685393	811.4285714	1131.701149	1268.625	1196.627119	841.1267606	843.3218391	965.2	1269.530435	860.0816327	1287.628571	1782.079365	1853.954839	1504.66	1480.389831	1478.561404	1365.06383	1234.74359	1026.72043	1405.566372	1377.714286	1201.695238	1665.336634	1290.828125	1520.758621	901.6136364	1432.065217	595.3787879	1018.533333	1206.545455	1395.010309	1549.350515	1010.148148	1049.509259	1277.247059	1055.213483	1531.75	1127.35443	1171.333333	963.7808219	1180.162162	1237.814815	696.7213115	1035.223881	1188.961165	888.9285714	1094.065789	909.5319149	1037.056075	1053.086207	843.1518987	848.04	1110	1022	1068.642857	772.4166667	833.2461538	1164.012658
alpha_rarefaction_2200_9.biom	2200	9	1384.5	1474.857143	1095.918605	1269.617978	1453.866667	1217.604651	1048.862069	1247	1232.813953	905.3214286	992.2857143	1025.345679	901.26	1196.728261	1312.022556	1273.782609	966.75	972.9259259	1059.264706	1176.579365	919.4285714	1247.943548	1847	1900.414474	1297.568966	1320.311475	1411.139535	1266.173913	1165.450549	1064.640777	1680.505263	1561.363636	1078.509259	1392.552632	1106.576923	1561.505882	898.5	1279.717391	639.7808219	1082.013699	1143.378947	1194.373737	1452.858491	921.5326087	1012.327273	1124.041667	1054.304878	1092.846154	1279.797468	977.7857143	962.8	1453.182927	1181.05814	724.4285714	1172.373134	1309.357143	899.7804878	1097.007407	975.6219512	1002.815789	1028.530435	860.4615385	918.0491803	1032.90099	980.3424658	1037.085714	823.8873239	661.9583333	1168.916667
