	sequences per sample	iteration	s934.8	w1116.2	s934.7	s1116.1 	s934.3	s1116.8	w1274.8	w1274.4	h1600.5	w1204.1	w1274.1	w1204.6	h1468.1	w1204.7	w1116.8	w1116.5	w1274.5	h1468.6	h1468.7	w1204.2	h1468.4	s800.6	s934.1	s934.5	s934.6	s1116.4	w1274.2	w1274.7	w1204.8	s1116.2	s1024.6	s1024.4	w1116.7	w1204.5	h1600.6	h1468.5	w1116.3	h1468.2	s800.3	s800.5	s1116.7	s934.2	s1024.2	w1116.1	s1024.8	s1116.3	s1116.5	s1024.5	s800.1	s800.8	s800.4	s934.4	s800.7	s800.2	s1024.1	h1600.7	h1600.1	h1600.2	w1204.3	h1600.4	h1468.3	w1274.6	w1116.6	h1468.8	w1116.4	s1116.6	s1024.7	w1204.4	s1024.3
alpha_rarefaction_667_3.biom	667	3	508.875	755.1090909	580.4883721	942	803.6666667	753.1875	556.0769231	694.5	1058.27907	843.04	495.7741935	510.4186047	502	774.4054054	1131.675676	848	536.037037	569	763.2702703	689.0535714	549.4166667	1005.341463	1254.212766	1101.416667	800.525	826.2325581	1020.509091	604.122449	1032.714286	656.8717949	1126.676471	865.8888889	838.2631579	1172.028571	454.1333333	1150.678571	617.0967742	713.0222222	348.375	740.25	694.3030303	727.9230769	773.6666667	615.2432432	493.4	711.8484848	648.4333333	566.4883721	540.8	536.28125	511.0882353	830.1875	644.2195122	446.3448276	585.375	816.9473684	687.4516129	851.7818182	576.2564103	622.3658537	964.516129	456.6176471	580.875	557.025641	600.64	513.516129	538.9655172	541.7142857	655.6764706
alpha_rarefaction_667_4.biom	667	4	572.8333333	832.2222222	761.75	657.2264151	956.4102564	894.6666667	496.7727273	610.2439024	780.75	526.0263158	569.0344828	597	588.0238095	620.0666667	1029.133333	665.147541	717.3529412	547.025641	494.7	777.6829268	575.5294118	786.2777778	948.9811321	1029.4	716.12	875.2325581	876.8103448	957.8235294	606.1428571	624.1351351	1227.162162	925.220339	521.8823529	877.5227273	505.7826087	1073.862069	451.4883721	635.65	561.8	477.4411765	600.8857143	591.4883721	1064.333333	633	620.2777778	651.9230769	574.7368421	708.9411765	637.625	581.5882353	783.375	759.097561	636.4871795	499.1304348	617.0322581	806.6764706	629.8857143	865.125	491.0857143	616.4102564	619.375	465.6	513.5384615	707.0285714	571.1612903	680.0384615	404.4285714	427.9565217	497.4186047
alpha_rarefaction_667_5.biom	667	5	549.1621622	1000.62	726.2	697.7826087	668.9811321	777.1875	476.5	753.1621622	864.3	555.4333333	431.3571429	697.5833333	650.9411765	580.6511628	823.2641509	725.4285714	560.1428571	584.5	581.3488372	761.56	672.9032258	641.6666667	868.6851852	1032.918033	795.0526316	688.0377358	1081.054545	684	999.4166667	584	1012.076923	1091.326087	818.4594595	769.56	568.8857143	1177.15873	858.6666667	893.1612903	439.5454545	500	561.25	837.5238095	844.2439024	606.8571429	647.0909091	650	762.1212121	546.3658537	560.5	577.7142857	553.1818182	712.5277778	804.2777778	341.1538462	582.1666667	714.5277778	637.1351351	693.1311475	680.1	633.5	664.2641509	645.6190476	620	662.75	620.6	466	437.6216216	601.3684211	501.6
alpha_rarefaction_667_6.biom	667	6	532.8571429	1135.238095	632.6875	675.3170732	883.6363636	695.8490566	371.1463415	636.0263158	661.1	513.2631579	496.4545455	540.6829268	556.075	725.5	905.9622642	673.0784314	443.6363636	545.1621622	898.0857143	850.4782609	467.5609756	910.9268293	782.75	1176.368421	853.6829268	720.1132075	1177.117647	792.8372093	558.7	611.0232558	842.56	912.8409091	753.0833333	907.3571429	903.4	1195.6	467.2857143	807.7837838	379.2413793	479.25	557.15	688.2162162	726.7346939	586.1612903	778.2	701.4054054	564.3947368	607.3947368	630.6216216	482.0294118	810.625	656.0465116	579.2325581	446.0333333	582.5	688.6428571	479.7333333	729.3684211	615.6	670.75	818.1081081	629.4642857	615.4444444	803	477.7906977	479.5833333	365.4285714	476.7857143	557.025
alpha_rarefaction_667_7.biom	667	7	564.1578947	842.5185185	743.25	603.8333333	642.6666667	852.4666667	393.28125	639.1363636	766.4827586	686.2857143	697.4	444.2040816	434.7346939	741.6666667	1069.130435	701.0185185	569.5652174	476.7631579	669.275	742.2941176	497.1707317	753.6666667	906.32	839.7183099	902.7631579	955.1621622	961.5245902	784.5681818	653.4	477	827.7142857	1078.538462	802.8857143	865.3	761.4375	1020.844828	456.06	774.575	421.875	547.4375	573	673.3846154	940.9473684	539	842.0322581	659.0277778	600.9	650.3225806	574.4864865	494.2702703	520.0857143	890.5384615	613.8780488	447.3125	772.5	784.5	572.7567568	770.6666667	581.8857143	645.0769231	605.7179487	536.9354839	584.5	576.0243902	751.0769231	430.2941176	408.7837838	450.3448276	601.4594595
alpha_rarefaction_667_8.biom	667	8	541.2413793	989.372093	526.6304348	669.2790698	752.2727273	725.75	451.0285714	682.6923077	717.8730159	490.65625	541	668.2777778	573.4883721	645.6097561	960	782.3829787	485	809.0384615	599.1875	681.5	820.6071429	791.5681818	1022.395833	1257.42	790.2439024	1015	887.4117647	786	731.6	1023.444444	1062.947368	1035.133333	769.8	894.8095238	704.5833333	1204	589.21875	677.8571429	442.3448276	532.1714286	557.0222222	654.2083333	730.0188679	537.1666667	728.6666667	718.5517241	549.7777778	612.125	575.8333333	583.0344828	685.5294118	600.375	824.3235294	539.037037	441.8409091	839.6923077	530.125	1033.512195	562	626.1333333	791.3333333	700.1666667	683.9565217	849.75	592.7142857	583.7777778	423.0357143	364.0909091	565.8372093
alpha_rarefaction_667_9.biom	667	9	690.5333333	1331.676471	573	765.8780488	650.7843137	897.32	514.3703704	563.5675676	910.0588235	534.28125	561.1034483	742.0357143	534.1627907	703.4054054	842.9649123	731.2826087	511.6153846	687.6896552	603.7755102	621.5932203	554.25	807.25	1339.076923	1038.918033	925.4473684	794.42	982.25	741.3571429	680.0857143	675.2631579	1060	894.6603774	618.1428571	881.7173913	839.2413793	1230.615385	579.5294118	703.1707317	340.2702703	900.5	576.2380952	862.6176471	847.5714286	616.8484848	795.875	885.7777778	790.3225806	742.8076923	569.34375	528.0357143	542.28125	628.6875	643.5714286	457.03125	546.6176471	654.0666667	584.5	731.0689655	539.3235294	601.6222222	557.6545455	730.7727273	658.125	786.3225806	566.7741935	722.2916667	535.2413793	503.037037	660
alpha_rarefaction_886_0.biom	886	0	712.3333333	1161.368421	808.0769231	731.1428571	904.1	1126.381818	445.4883721	921.9268293	1008.214286	556.2790698	743.7575758	652	836.5238095	967.5681818	1085.114754	864.0483871	603.8857143	607	872.0232558	835.0923077	898.0882353	1029.818182	1253.784314	1431.75	999.6923077	895.3859649	1110.642857	886.4489796	867.5121951	962.0857143	1079.491228	865.6849315	826.9811321	1025.125	686	1049.6875	546.8823529	826.25	500.46875	680.2040816	719.5957447	885.4489796	1029.888889	688.5	723.9574468	705.4727273	591.375	737.8947368	1101.5	604.1875	703.7567568	814.42	685.8813559	491.3947368	717.4054054	1130.621622	580.4444444	1005.258621	656.5	864.6363636	762.442623	666.8717949	696	1016.777778	639.097561	908.5	596.7575758	613.8571429	729.2826087
alpha_rarefaction_886_1.biom	886	1	623.1363636	915.0909091	822.4864865	1037.375	1164.069767	939.220339	596.1081081	780.0784314	1007.808824	620.1333333	485.1428571	567.5192308	796.3571429	723.6792453	796.6375	751.3918919	612.8378378	685.0212766	805.3829787	850.1034483	720.0909091	1002.909091	1161.681818	1226.513514	951.6222222	1014.283019	1323.666667	849.1016949	686.5185185	707.0625	1077.32	1019.140845	996.1666667	777.6923077	702.1707317	1235.821429	544.0181818	847.5	461.09375	800.2285714	735.0192308	724.6792453	943.2380952	660.0681818	855.6923077	837.7179487	550.1666667	660.2083333	934	615.0227273	518.1086957	916.325	980.65	543.8235294	555.7692308	1005.4	590.9607843	856.0405405	828.0909091	704.0576923	868.1818182	632.2777778	718.0333333	594.5849057	608.7826087	707.0285714	493.5833333	828.05	794
alpha_rarefaction_886_2.biom	886	2	564.0217391	1004.808824	760.9	808.6792453	890.2272727	1010.672414	727.9655172	722.5238095	888.8333333	616.1428571	567.0769231	607.8823529	733.4186047	836.122449	1014.797101	900.75	597.483871	622.0681818	652.35	798.015873	669.9	852.3684211	897.4470588	1523.693548	1050.6	1102.56	1548.833333	989.0377358	749.326087	781.0784314	896.8103448	1057.181818	898.9	1185.022222	698.212766	1225.576923	708.4418605	821.375	314.3846154	642	662.5849057	897.5957447	1080.046512	556.6875	703.2941176	840.9772727	737.1428571	871.15	830.4594595	658.8	708.6842105	703.1818182	738.7346939	531	752.6666667	752	731.775	866.8461538	795.40625	943.0769231	776.9	760.2068966	718.5625	709.1627907	673.6578947	902.2222222	516.0277778	528.5	649.1363636
alpha_rarefaction_886_3.biom	886	3	739.7179487	1072.789474	819.4864865	740.559322	968.8181818	826.0857143	615.4411765	770.8571429	1067	741.516129	663.825	564.8723404	718.7659574	762	829.3461538	930.4444444	639.95	606.7735849	755.9183673	947.1724138	781.8095238	934.9622642	1436.396226	1385.304348	827.375	1024.888889	1288.5	963.2	702.2222222	794.1162791	957.0181818	910.2857143	749.5714286	1238.857143	751.1428571	1409.246154	569.5714286	789.2272727	432.6764706	675.5263158	679.2040816	825.75	1045.272727	654	686.9811321	873.3333333	699.9782609	921.8965517	719.4186047	665.275	706.3333333	786.6829268	808.6511628	546.5517241	540.9767442	1032.790698	601.3488372	951.1666667	840.6756757	699.5490196	816.35	514.6428571	619.5333333	616.3103448	854.0588235	788.7575758	772.0357143	692.9642857	631.7659574
alpha_rarefaction_886_4.biom	886	4	612.1956522	1072.789474	695.0638298	861.8333333	671.7837838	1085	657.75	747.7727273	763.0722892	527.8571429	708.21875	710.2222222	690.2	911.8095238	849.0135135	816.9047619	626.8484848	611.8333333	711.6545455	898.046875	497	794.5384615	1203.016393	1409	910.2075472	968.3333333	1138.46875	837.4444444	732.4772727	676.2941176	964.8571429	867.0813953	682.3333333	984.0178571	639.0185185	1158.116279	555.1627907	804.2439024	460.3448276	662	748.4	782.5652174	1101.914894	726.5833333	826.7826087	916.1333333	679.75	808.575	814.4166667	572	610.9782609	849.1463415	844.4782609	511	758.2	764.1304348	499.84375	1036.777778	794.5	722.6341463	755.1111111	660.8965517	568.25	748.5789474	756.0285714	613.3658537	470.5	768.64	774.2702703
alpha_rarefaction_886_5.biom	886	5	786.5882353	1003	734.0192308	745.3888889	886	949.6935484	590.3636364	756.6097561	855.7848101	700.1707317	924.037037	718.9767442	700.1707317	644.5909091	870.0405405	858.6666667	714	592.9565217	749.42	905.8103448	620.25	1020	1066.083333	1234.138889	1023.234043	1020.6875	1209.291667	750.6515152	849.6923077	878.7380952	1090.529412	1032.3125	951.2641509	1038.844828	841.0731707	1077.538462	629.0731707	939.275	442.2631579	766.5263158	906.6511628	864.6956522	924.3584906	777.4418605	696.0377358	727.3333333	771.0714286	741.8837209	937.71875	674.030303	723.5277778	821.4565217	739.7346939	456.6097561	790.6578947	839.2553191	602.6956522	1036.888889	647.4545455	714.12	676.442623	629.6756757	597.3714286	676.5490196	650.5714286	605.1538462	496.0526316	750.0357143	769.0217391
alpha_rarefaction_886_6.biom	886	6	648.097561	1123.553571	811.1463415	933.5714286	990.4385965	973.442623	532.0625	686.0212766	968	589.1875	555.025641	787.5789474	714.1956522	685.9285714	903.5263158	808.28125	726.2413793	597.4883721	638.5185185	816.96875	650.0681818	1099.3125	1359.428571	1346.121622	896.8571429	1104.651163	1201.123288	932.4423077	695.245283	725.122449	1277.8	1011.857143	932.2264151	964.9811321	635.1428571	1128.04	721.5	798.96875	524	567.3829787	951.1	872.6428571	1100.25	560.5714286	842.8	610.0185185	756.3414634	816.65	802.3333333	623.375	554.3333333	997	746.625	506.9032258	712.1707317	887.15	589.9565217	1146.788462	720.0285714	852.0625	734	563.0681818	527.2631579	826.9473684	534.1923077	709.90625	424.5	666.75	698.125
alpha_rarefaction_886_7.biom	886	7	518.6153846	992.3333333	841.2777778	711.015873	1055.133333	1015.66129	685.15625	759.3571429	908.5263158	639.8571429	919.5517241	505.0566038	685.0212766	936.4871795	1008.609375	881.1641791	700.2857143	775.875	744.85	969.1147541	672.4772727	699.2112676	1190.596774	1206.795181	1182	1003.52	1212.666667	727.6901408	777.1428571	761.9767442	925.234375	994.4864865	722.6842105	974.7	771.5	988.6707317	621.0731707	729.9180328	421.9473684	586.2708333	772.1333333	835.1086957	1183.171429	759.6	825.52	691.4666667	708.3863636	797.3333333	916.1714286	630.5789474	716.5277778	1045	790.1666667	543.5333333	527.2222222	885	590.1463415	859.5909091	676.5348837	796.6829268	774.9482759	647	554.0681818	671.0625	637.2325581	714.9411765	501.9333333	568.7	855.03125
alpha_rarefaction_886_8.biom	886	8	753.6	970.3181818	720.5957447	780.0181818	969.3333333	1004.40678	525.2631579	746.0555556	819.4473684	611.0714286	671.2857143	747.6666667	706.7906977	667.6315789	958.1492537	796.08	659.1935484	661.3409091	899.3488372	844.0606061	720.125	968.122807	1381.018868	1218.9	1051.090909	1147.195652	1042.085366	854.7894737	773.7906977	793.1	1092.489796	1100.40625	840.8867925	794.4029851	902.25	1166.439024	587.5	1044.567568	429.1034483	715	739.3	752.1851852	1025.448276	759.5263158	689.0576923	1143.7	557.25	630.7659574	658.5849057	639.53125	614.9230769	803.2790698	788.122449	452.1666667	618.7368421	747.8103448	571.7708333	891.0967742	642.82	872.625	802.1034483	572	685.15625	870.125	852.2413793	640.6097561	467.6222222	458.1351351	663.3095238
alpha_rarefaction_886_9.biom	886	9	656.0769231	1123.474576	690.42	806.0178571	892.4489796	862.6666667	468.3571429	676.6	903.0923077	662.8	528.5	685.0612245	641.2173913	722.3962264	1154.175439	988.3653846	530.7857143	559.3529412	734.4042553	1002.944444	806.2162162	815.2307692	1155.230769	1340.220779	1117.394737	967.7	1257.015385	886.0967742	1065.090909	643	957.122807	1024.295775	776	1215.926829	976.5	1056.45	543.06	758.72	590	751.875	750.372093	768.137931	958.122807	760.3846154	803.3829787	685.8571429	554.4444444	732.8837209	785.5	654.3333333	697.6923077	882.0697674	777.9583333	485.9230769	730.9230769	954.1428571	609.2325581	763.1898734	608.0697674	649.0447761	773	750.1176471	540.4772727	750.2727273	573.326087	868.3333333	511.0882353	503.4473684	774.6829268
alpha_rarefaction_1105_0.biom	1105	0	742	1220.135135	727.6851852	1125.769231	982.6923077	1002.043478	570	823.0172414	934.9259259	803.5	762.027027	720.5384615	716.4117647	748.1967213	1042.365854	912.1298701	746	747.4772727	760.238806	1007.287671	813.2439024	992.8461538	1045.783505	1442.898876	1210.130435	1078.265625	1133.40625	1041.775862	847.9444444	841.0172414	998.4864865	1036.123457	877.1666667	1031.609375	890.5227273	1118.46789	696.2040816	905.6851852	551.3846154	839.6511628	861.0384615	1084.468085	1181.516667	720.6851852	951.8867925	662.3230769	808.0535714	870.6222222	874.5121951	759.8	699.5	1158.238095	1026.734694	439.3584906	849.0243902	781.8970588	681.6851852	1063.269231	858.9347826	956.4	926.0454545	855.8947368	750.2564103	853.1016949	822.4680851	1063.24	690.4871795	754.78125	707.1724138
alpha_rarefaction_1105_1.biom	1105	1	733.1956522	1082.013158	931.7272727	939.637931	1042.553846	936.375	644.1395349	875.372549	938.8734177	653.6851852	735.7346939	681.2678571	712.2222222	860.2419355	1119.059701	1008.014286	563.375	780.5	650	888.0481928	696.7169811	888.88	1232.549296	1548.235294	1233.892857	1280.303571	1057.010101	963.2295082	1016.306122	832	1101.411765	1360.692308	786.5142857	1183.368421	808.1851852	1084.6	578.1666667	905.1186441	626.0526316	697.0652174	906	1046.918367	995.8333333	630.3888889	835.884058	849.8035714	850.8409091	770	998.2631579	760.8571429	597.9649123	995.0204082	734.84375	581.3658537	648.9090909	1137.375	600	939.4886364	796.4	887.372549	943.2786885	669	566.7142857	828.1632653	765.1333333	720.125	537.4186047	621.1463415	782.0555556
alpha_rarefaction_1105_2.biom	1105	2	691.1666667	1257.225352	836.7142857	1002.365385	1118.564516	851.4235294	608.6222222	1022.019608	1160.943662	730.2040816	665	685.4	693.5245902	842.640625	958.9277108	945.4189189	658.275	797.8095238	823.0517241	1061	816.0652174	966.4	1211.117647	1506.325	1276.772727	1109.5	1249.418605	860.1139241	1017.62	728.516129	1015.013889	1230.9	803.7213115	1281.842105	655.7142857	1142.75	744.7272727	1156.5625	574	887.4042553	757.9821429	1042.571429	1170.387097	654.0232558	768.8387097	829.8333333	1133.071429	822.2678571	834.2	712.1923077	573.25	1005.117647	965.4545455	568.25	732.4375	952.75	534.5081967	882.0322581	721.0185185	1041.75	719	876.8780488	858.8857143	890.7659574	749.9361702	909.7631579	595.972973	536.9230769	831.1632653
alpha_rarefaction_1105_3.biom	1105	3	745.4042553	1222.552239	973.4	971.8076923	985.7580645	1058.078947	642.1395349	918.6603774	1000.590361	650.3584906	667.125	669.3818182	727.7586207	916.6458333	958.2967033	1030.96875	738.5	696.9166667	793.3333333	1066.137931	709.7540984	1065.1	1234.166667	1368.344828	1300.5	1140.651515	1192.858696	845.8	701.7419355	715.3928571	1131.815385	1330.388889	812.9166667	1093.373333	794.5	1286.01087	776.0576923	904.92	634.1176471	754.9782609	1040.654545	1172.978261	1516.285714	765.3818182	829.7169811	1015.818182	849.1956522	830.5227273	899.5227273	639	604.125	926.3050847	919.7884615	635.75	613.1	899.4285714	653	906.3690476	744.0222222	810.1111111	837.9864865	659.0217391	943.2941176	1021.456522	706.2380952	814.525	636.4102564	560.4418605	959.8
alpha_rarefaction_1105_4.biom	1105	4	1033.076923	1386.671642	787.1785714	806.078125	1134.090909	1069.134328	834.75	759.3684211	1036.325581	956	708.6666667	684.7868852	669.35	952.5294118	962.9277108	1057.181818	630.2222222	925.3846154	752.2205882	920.0128205	753.1851852	979.443038	1115.655172	1269.475248	1193.892857	1052.181818	1119.854167	785.8873239	780.6315789	756.3278689	1311.6	1303.2	910.0952381	961.5142857	928.5217391	1193.8	764.5609756	922.0689655	512.1707317	686.0192308	1036.976744	1020.518519	992.5373134	751.8863636	805.0175439	1008.679245	689.35	847.06	726.1627907	698.3191489	740.3333333	874.1785714	911.9090909	545.6304348	666.5849057	1036.8	611.2542373	860.5	679.8888889	772.2419355	850.3538462	826.3714286	786	908.6	860.2	757.2	633.3947368	583.0465116	925.325
alpha_rarefaction_1105_5.biom	1105	5	1154.676471	1262.225352	934.8409091	1025.333333	975.0684932	1230.681818	689.0769231	1074.042553	1024.616279	633.3050847	602.4117647	618.5483871	707.0142857	923.0181818	1114	793.7204301	635.9	751.2826087	730.4444444	929.0128205	749.4285714	1002.042857	1190.341463	1378.968085	1081.444444	1095.442857	1247.928571	1000	848.2641509	939.5185185	1150.967742	1232.463415	935.8035714	1046.3125	695.8870968	1255.357143	718.0638298	1078.468085	423.1176471	649.8448276	892.6603774	886.1666667	1144.081967	982.6176471	873.1818182	1031.4375	895.1111111	797.0181818	937.3170732	636.5555556	674.3125	886.1428571	771.9482759	476.2222222	701.2692308	926.3469388	728	1005.015385	647.8571429	774.5454545	841.6307692	841.8378378	748.625	877.1702128	840.1363636	785.8857143	510.5581395	672.7941176	716.0377358
alpha_rarefaction_1105_6.biom	1105	6	743.3333333	1010.987013	815.2777778	713.4675325	985.9047619	1002.435897	691.25	824.877551	895	756.9767442	833.8333333	659.5918367	793.1428571	777.4516129	938.1176471	981.2957746	734.0909091	900.775	896.6851852	1024.164179	849.3125	1012.390625	1176.345679	1607.652174	1065.844828	964.703125	1081.636364	772.3636364	783.8571429	987	897.7	1216.413333	820.5538462	935.1785714	761.1851852	1218.663158	612.8867925	1062	499.1428571	650	1001.883721	1042.888889	1055	968.4473684	933.6111111	1007.333333	901.22	807.0576923	889.15	607.0185185	773.1627907	954.2941176	841.8358209	559.0833333	994.2631579	1195.765957	704	927.4623656	849.1956522	762.1785714	758.3733333	761	737.5588235	928.5609756	743.0526316	777.0784314	514.3333333	524.4516129	759.5689655
alpha_rarefaction_1105_7.biom	1105	7	752.1176471	1034.375	779.375	983.0847458	1173.016949	1001.383562	563.5348837	780.2666667	884.1648352	834.3181818	726.8837209	841.122449	884.3333333	1018.386364	961.5	1090.444444	755	626.1186441	867.6545455	973.625	834.826087	1028.232143	1236.272727	1436.078652	1003.080645	1002.486486	1325.223684	1068.844828	761.3809524	862.4583333	1170.890625	1193.151899	939.0149254	1198.04918	719.5538462	1210.3	676.1363636	874	528.5526316	649.2222222	814.1587302	831.0172414	981.7534247	742.0222222	764.8387097	865.0625	850	840.4666667	801.5217391	664.56	727.5957447	1104.770833	935.3571429	674.53125	783.56	934.4385965	642.779661	1034.714286	756.8	734.2647059	796.3333333	839.3125	870.1818182	761.0188679	789.0425532	774.75	637.4102564	629.4102564	820.75
alpha_rarefaction_1105_8.biom	1105	8	943	1072.75	810.9583333	816.4925373	1022.25	1007.766234	795.8947368	863.1785714	1082.493151	697.75	730.4772727	739.02	741.1052632	760.4084507	904.183908	845.0851064	777.4516129	723.06	751.85	799.6666667	673	1083.181818	1169.886364	1481.835294	1352.192308	1153.553846	1276.261905	882.369863	845.2641509	847.4444444	1073.942857	852.6630435	919.7377049	1034.147059	830.7142857	1332.921348	782.1875	923.4545455	419.8	781.5918367	1123.243243	794.484375	1184.098361	733.2884615	944.7843137	883.7818182	773.5490196	854.0625	888.0232558	797.0277778	757.6086957	1203.871795	933.6666667	723.3703704	903.9	920.3333333	702.56	950.9277108	864.0232558	769.641791	815.5857143	822.0425532	657.7346939	974.3653846	847.5	715.2083333	556.8863636	688.7857143	857.4827586
alpha_rarefaction_1105_9.biom	1105	9	715.1162791	1436.444444	765.5090909	937.0338983	1116.5	1002.287671	617.625	1036.777778	1048.467532	734.1886792	824.1081081	737.02	652.0178571	770.1666667	1047.272727	1014.136986	562.0714286	695.2692308	842.0172414	951.4444444	789.56	970.7638889	1331.193548	1546.44186	936.09375	1148.130435	1232	968.0895522	756.3684211	887.4042553	1057.194805	1087.283784	892.016129	1253.6	763.5	1361	686.8888889	803.015873	458.7169811	724.5084746	931.5	1033	1129.474576	750.6956522	1203.309524	1316.277778	889.7659574	842.893617	959.825	674.3061224	687.72	887.6101695	833.8730159	631.4285714	684.3571429	913.047619	593.1016949	938.6296296	870	826.4677419	879.7910448	764.2	814.575	890.826087	689.8181818	841.025	550.6097561	771.8076923	823.2678571
alpha_rarefaction_1324_0.biom	1324	0	785.7619048	1189.036585	1025.438596	1106.692308	1190.625	1040.411765	683.9268293	964.9152542	1041.318681	822.4444444	839.1176471	802.8823529	741.3835616	901.6388889	1056.517241	986.4	724.9782609	689.5833333	936.3387097	1039.60241	754	1152.4	1691.909091	1465.008621	1223.897059	1257.762712	1353.301075	1119.473684	948.2786885	1130.888889	1076.461538	1340	927.7764706	1170.111111	815.7580645	1239.540323	638.3684211	1033.75	574.1304348	896.56	794.8767123	1087.898305	1345.651515	891.56	952.0461538	947.75	843.0169492	1007.672414	1176.659574	801.8125	795.1	1155.678571	991.2	632.0697674	1075.222222	1031.521739	788.3448276	1103.421053	741.6779661	916.4307692	843.75	865.2439024	795.1162791	911.3928571	1020.62	809.1090909	622.6956522	647.8571429	950.7083333
alpha_rarefaction_1324_1.biom	1324	1	993	1374.5	1008.701754	1210.55	1034.069767	1078.869048	655.6666667	862.6153846	1016.663158	1000.65	887.7659574	799.0645161	842.125	1035.970588	906.2272727	977.0108696	811.1666667	711.8181818	954	1162.4	776.4444444	960.6666667	1499	1464.141509	1203.846154	1143.253012	1432.673469	1034.283784	978.0517241	853.2380952	1221.285714	1187.643564	1216	1104.126582	791.1147541	1455.356436	688.4444444	885.5625	474.75	1102	1101.188679	1030.181818	1291.623377	1200.923077	804.835443	978.1578947	895.25	903.2777778	926.6666667	803.2777778	706.7017544	1103.442623	957.7777778	539.7346939	819.6	973.5625	623.734375	1099.303371	991.625	895.7894737	893.1506849	800.9166667	773.3414634	995.25	769.0188679	906.3414634	606.375	620.0238095	851.0517241
alpha_rarefaction_1324_2.biom	1324	2	936.0222222	1280.843373	910.75	1023.144928	979.3214286	1069.111111	626.122449	920.3220339	1109.129032	797.2586207	695.7169811	710	736.1612903	997.4677419	1164.134831	919.2333333	816.6	895.12	945.7258065	1081.131579	767.625	1074.272727	1501.194805	1405.75	1121.194805	1136.723684	1319.634615	1025.558442	957.9672131	987.6779661	1221.794521	1285	832.6790123	1076.317073	861.4444444	1596.670103	755.6779661	905.2535211	589.4423077	989.3333333	1013.103448	1094.666667	1329.545455	782.9649123	849.640625	904.015873	723.2658228	833.25	971.8823529	960.4418605	853	1070.220339	842.1818182	610	960.625	1103.630769	765.3928571	1147.433735	719.75	873.4117647	840.3076923	815.8125	705.2	930.4516129	828.826087	713.2941176	733.5581395	613.3846154	1040.019608
alpha_rarefaction_1324_3.biom	1324	3	783.7868852	1402.373494	778.5588235	908.4	1134.0375	1061.368421	829.826087	1011.985075	1126.153061	691.1587302	732	728.8181818	731.6034483	808.5584416	1173.758621	1073.013514	983.9354839	761.220339	877.0606061	906.0322581	751.984375	1178.623188	1437.494624	1808.25	1009.766234	1295.41791	1352.5	975.5121951	1169	836.238806	1359.967742	1129.576923	957.4057971	1173.533333	872.0508475	1382.777778	956.5	1093.844828	559.7755102	821.4680851	816.4029851	1136.679245	1249	838.6666667	966.559322	1129.672414	895.4545455	932.5806452	981.0847458	778.8571429	619.9649123	985.0142857	880.7536232	743.775	820	886.25	701.5517241	923.5089286	641.5	999.6923077	999	669.3584906	971.84375	895.6101695	745.3928571	932.4871795	728.7333333	641.2222222	1171.026316
alpha_rarefaction_1324_4.biom	1324	4	909.2	1069.205882	902.25	1024.733333	967.3191489	1137	712.325	1102.87234	1170.134831	699.7540984	834.3488372	866.3684211	800.8032787	943.5166667	1081.129032	1115.012821	620.372549	831.2542373	891.8461538	991.0365854	810.7213115	1123	1664.328125	1545.742857	1277.671642	1095.470588	1169.307692	875.4936709	938.779661	906.2173913	1268.619048	1145.297872	826.0487805	1378.544118	811.5909091	1416.416667	781.8035714	1044.482759	650.4468085	1087.727273	731.0298507	1218.625	1090.128205	741.362069	940.75	968.5849057	831.2580645	910.8076923	779.442623	647	882.12	1172.023256	850.4117647	633.375	860.6326531	923.3181818	697.2580645	1000.6875	807.1052632	848.3783784	901.3253012	756.1176471	812.2857143	827.5	930.6511628	836.2222222	602.0731707	712.775	846.0169492
alpha_rarefaction_1324_5.biom	1324	5	766.1886792	1348.128205	836.1818182	990.625	1070.131579	1120.939759	807.1666667	890.5671642	917.5504587	717.6818182	904.6363636	714.8461538	682.1408451	839.9864865	1055.287129	1199.794118	1052.625	736.8125	699.48	1150.621622	799.3333333	922.5769231	1488.513514	1737.290323	1055.181818	1214.911765	1240.394231	1047.147059	912.015873	919.6493506	980.1538462	1215.011111	835	1078.53012	999.0185185	1433	793.2666667	1141.181818	554.6875	975.4473684	957.2786885	1223.472727	1191.43662	868.8035714	961.9827586	979.5	1046.888889	1214.825	963.5192308	852	675.7678571	988.2112676	1089.018182	693.825	767.3478261	976.2272727	857.9811321	1067.8	854.2631579	899.5671642	896.4	837.3125	724.7659574	957.55	703.4067797	898.5957447	639.1363636	781.7575758	911.1612903
